"","tree","plot","site","species","date","time","week","lwc_bulk","rep","lwc_leaf"
"4061",2365,"MiddleEarth","LL","blue oak",2022-03-15,"MD",11,1.46396396396396,"3",1.41632653061225
"4062",2365,"MiddleEarth","LL","blue oak",2022-03-15,"PD",11,1.45945945945946,"3",1.45416666666667
"4063",2365,"MiddleEarth","LL","blue oak",2022-03-15,"MD",11,1.46396396396396,"4",1.4
"4064",2365,"MiddleEarth","LL","blue oak",2022-03-15,"PD",11,1.45945945945946,"4",1.5
"4065",2365,"MiddleEarth","LL","blue oak",2022-03-15,"MD",11,1.46396396396396,"5",0.795
"4066",2365,"MiddleEarth","LL","blue oak",2022-03-15,"PD",11,1.45945945945946,"5",NA
"4067",2365,"MiddleEarth","LL","blue oak",NA,"MD",12,NA,"1",NA
"4068",2365,"MiddleEarth","LL","blue oak",2022-03-23,"PD",12,NA,"1",NA
"4069",2365,"MiddleEarth","LL","blue oak",NA,"MD",12,NA,"2",NA
"4070",2365,"MiddleEarth","LL","blue oak",2022-03-23,"PD",12,NA,"2",NA
"4071",2365,"MiddleEarth","LL","blue oak",NA,"MD",12,NA,"3",NA
"4072",2365,"MiddleEarth","LL","blue oak",2022-03-23,"PD",12,NA,"3",NA
"4073",2365,"MiddleEarth","LL","blue oak",2022-03-25,"MD",13,1.27536231884058,"1",1.27536231884058
"4074",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"1",1.41151685393258
"4075",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"1",1.41151685393258
"4076",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"1",1.41151685393258
"4077",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"1",1.41151685393258
"4078",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"1",NA
"4079",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"1",NA
"4080",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"1",NA
"4081",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"1",NA
"4082",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"1",1.41151685393258
"4083",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"1",1.41151685393258
"4084",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"1",1.41151685393258
"4085",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"1",1.41151685393258
"4086",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"1",NA
"4087",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"1",NA
"4088",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"1",NA
"4089",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"1",NA
"4090",2365,"MiddleEarth","LL","blue oak",2022-03-25,"MD",13,1.27536231884058,"2",1.27536231884058
"4091",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"2",1.41151685393258
"4092",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"2",1.41151685393258
"4093",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"2",1.41151685393258
"4094",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"2",1.41151685393258
"4095",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"2",NA
"4096",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"2",NA
"4097",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"2",NA
"4098",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"2",NA
"4099",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"2",1.41151685393258
"4100",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"2",1.41151685393258
"4101",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"2",1.41151685393258
"4102",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"2",1.41151685393258
"4103",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"2",NA
"4104",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"2",NA
"4105",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"2",NA
"4106",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"2",NA
"4107",2365,"MiddleEarth","LL","blue oak",2022-03-25,"MD",13,1.27536231884058,"3",1.27536231884058
"4108",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"3",1.41151685393258
"4109",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"3",1.41151685393258
"4110",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"3",1.41151685393258
"4111",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"3",1.41151685393258
"4112",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"3",NA
"4113",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"3",NA
"4114",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"3",NA
"4115",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.41151685393258,"3",NA
"4116",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"3",1.41151685393258
"4117",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"3",1.41151685393258
"4118",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"3",1.41151685393258
"4119",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"3",1.41151685393258
"4120",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"3",NA
"4121",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"3",NA
"4122",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.10458015267176,"3",NA
"4123",2365,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.10458015267176,"3",NA
"4124",2365,"MiddleEarth","LL","blue oak",2022-03-25,"MD",13,1.27536231884058,"4",1.27536231884058
"4125",2365,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.41151685393258,"4",1.41151685393258
"4126",2365,"MiddleEarth","LL","blue oak",2022-04-06,"MD",14,NA,"1",0.92156862745098
"4127",2365,"MiddleEarth","LL","blue oak",NA,"PD",14,NA,"1",NA
"4128",2365,"MiddleEarth","LL","blue oak",2022-04-06,"MD",14,NA,"2",0.914821124361158
"4129",2365,"MiddleEarth","LL","blue oak",NA,"PD",14,NA,"2",NA
"4130",2365,"MiddleEarth","LL","blue oak",2022-04-06,"MD",14,NA,"3",0.922310756972112
"4131",2365,"MiddleEarth","LL","blue oak",NA,"PD",14,NA,"3",NA
"4132",2365,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.873474982864976,"1",0.86180904522613
"4133",2365,"MiddleEarth","LL","blue oak",2022-04-11,"PD",15,0.953459119496855,"1",0.922368421052632
"4134",2365,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.873474982864976,"2",0.837465564738292
"4135",2365,"MiddleEarth","LL","blue oak",2022-04-11,"PD",15,0.953459119496855,"2",0.904054054054054
"4136",2365,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.873474982864976,"3",0.917171717171717
"4137",2365,"MiddleEarth","LL","blue oak",NA,"PD",15,NA,"3",NA
"4138",2365,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.873474982864976,"4",0.881067961165048
"4139",2365,"MiddleEarth","LL","blue oak",NA,"PD",15,NA,"4",NA
"4140",2365,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.873474982864976,"5",0.869022869022869
"4141",2365,"MiddleEarth","LL","blue oak",NA,"PD",15,NA,"5",NA
"4142",2365,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.873474982864976,"6",0.886904761904762
"4143",2365,"MiddleEarth","LL","blue oak",NA,"PD",15,NA,"6",NA
"4144",2365,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,0.849246231155779,"1",NA
"4145",2365,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,0.849246231155779,"1",NA
"4146",2365,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,NA,"1",NA
"4147",2365,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,NA,"1",NA
"4148",2365,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,0.952554744525547,"1",NA
"4149",2365,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,0.952554744525547,"1",NA
"4150",2365,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,NA,"1",NA
"4151",2365,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,NA,"1",NA
"4152",2365,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,NA,"2",NA
"4153",2365,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,NA,"2",NA
"4154",2365,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,0.849246231155779,"2",NA
"4155",2365,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,0.849246231155779,"2",NA
"4156",2365,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,NA,"2",NA
"4157",2365,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,NA,"2",NA
"4158",2365,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,0.952554744525547,"2",NA
"4159",2365,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,0.952554744525547,"2",NA
"4160",2365,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,0.849246231155779,"3",NA
"4161",2365,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,0.849246231155779,"3",NA
"4162",2365,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,NA,"3",NA
"4163",2365,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,NA,"3",NA
"4164",2365,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,0.952554744525547,"3",NA
"4165",2365,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,0.952554744525547,"3",NA
"4166",2365,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,NA,"3",NA
"4167",2365,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,NA,"3",NA
"4168",2365,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.768893756845564,"1",NA
"4169",2365,"MiddleEarth","LL","blue oak",2022-05-04,"PD",18,NA,"1",NA
"4170",2365,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.768893756845564,"2",NA
"4171",2365,"MiddleEarth","LL","blue oak",2022-05-04,"PD",18,NA,"2",NA
"4172",2365,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.768893756845564,"3",NA
"4173",2365,"MiddleEarth","LL","blue oak",2022-05-04,"PD",18,NA,"3",NA
"4174",2365,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.768893756845564,"4",NA
"4175",2365,"MiddleEarth","LL","blue oak",NA,"PD",18,NA,"4",NA
"4176",2365,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.768893756845564,"5",NA
"4177",2365,"MiddleEarth","LL","blue oak",NA,"PD",18,NA,"5",NA
"4178",2365,"MiddleEarth","LL","blue oak",2022-05-09,"MD",19,0.815105285775677,"1",NA
"4179",2365,"MiddleEarth","LL","blue oak",2022-05-09,"PD",19,0.864197530864197,"1",NA
"4180",2365,"MiddleEarth","LL","blue oak",2022-05-09,"MD",19,0.815105285775677,"2",NA
"4181",2365,"MiddleEarth","LL","blue oak",2022-05-09,"PD",19,0.864197530864197,"2",NA
"4182",2365,"MiddleEarth","LL","blue oak",NA,"MD",19,NA,"3",NA
"4183",2365,"MiddleEarth","LL","blue oak",2022-05-09,"PD",19,0.864197530864197,"3",NA
"4184",2365,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.770127504553734,"1",NA
"4185",2365,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,NA,"1",NA
"4186",2365,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.847133757961783,"1",NA
"4187",2365,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.770127504553734,"2",NA
"4188",2365,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.847133757961783,"2",NA
"4189",2365,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,NA,"2",NA
"4190",2365,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.770127504553734,"3",NA
"4191",2365,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,NA,"3",NA
"4192",2365,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.847133757961783,"3",NA
"4193",2365,"MiddleEarth","LL","blue oak",2022-07-19,"MD",29,0.586177105831533,"1",NA
"4194",2365,"MiddleEarth","LL","blue oak",2022-07-19,"PD",29,0.546205357142857,"1",NA
"4195",2365,"MiddleEarth","LL","blue oak",2022-07-19,"MD",29,0.586177105831533,"2",NA
"4196",2365,"MiddleEarth","LL","blue oak",2022-07-19,"PD",29,0.546205357142857,"2",NA
"4197",2365,"MiddleEarth","LL","blue oak",2022-07-19,"MD",29,0.586177105831533,"3",NA
"4198",2365,"MiddleEarth","LL","blue oak",2022-07-19,"PD",29,0.546205357142857,"3",NA
"4199",2365,"MiddleEarth","LL","blue oak",2022-08-18,"MD",33,NA,"1",NA
"4200",2365,"MiddleEarth","LL","blue oak",2022-08-18,"PD",33,NA,"1",NA
"4201",2365,"MiddleEarth","LL","blue oak",2022-08-18,"MD",33,NA,"2",NA
"4202",2365,"MiddleEarth","LL","blue oak",2022-08-18,"PD",33,NA,"2",NA
"4203",2365,"MiddleEarth","LL","blue oak",NA,"MD",NA,NA,"3",NA
"4204",2365,"MiddleEarth","LL","blue oak",NA,"PD",NA,NA,"3",0.953846153846154
"4205",2365,"MiddleEarth","LL","blue oak",NA,"MD",NA,NA,NA,NA
"4206",2365,"MiddleEarth","LL","blue oak",NA,"PD",NA,NA,NA,0.953459119496855
"4207",2366,"MiddleEarth","LL","blue oak",2022-03-08,"MD",10,3.13793103448276,"1",1.8625
"4208",2366,"MiddleEarth","LL","blue oak",2022-03-08,"PD",10,1.80352422907489,"1",NA
"4209",2366,"MiddleEarth","LL","blue oak",2022-03-08,"MD",10,3.13793103448276,"2",0.885365853658536
"4210",2366,"MiddleEarth","LL","blue oak",2022-03-08,"PD",10,1.80352422907489,"2",NA
"4211",2366,"MiddleEarth","LL","blue oak",2022-03-08,"MD",10,3.13793103448276,"3",0.0424242424242424
"4212",2366,"MiddleEarth","LL","blue oak",NA,"PD",10,NA,"3",NA
"4213",2367,"MiddleEarth","LL","blue oak",2022-03-08,"MD",10,1.15922746781116,"1",NA
"4214",2367,"MiddleEarth","LL","blue oak",2022-03-08,"PD",10,1.97326732673267,"1",NA
"4215",2367,"MiddleEarth","LL","blue oak",2022-03-08,"MD",10,1.15922746781116,"2",NA
"4216",2367,"MiddleEarth","LL","blue oak",2022-03-08,"PD",10,1.97326732673267,"2",NA
"4217",2367,"MiddleEarth","LL","blue oak",2022-03-08,"MD",10,1.15922746781116,"3",NA
"4218",2367,"MiddleEarth","LL","blue oak",NA,"PD",10,NA,"3",NA
"4219",2367,"MiddleEarth","LL","blue oak",2022-03-15,"MD",11,1.46428571428571,"1",1.48387096774194
"4220",2367,"MiddleEarth","LL","blue oak",NA,"PD",11,NA,"1",NA
"4221",2367,"MiddleEarth","LL","blue oak",2022-03-15,"MD",11,1.46428571428571,"2",1.73076923076923
"4222",2367,"MiddleEarth","LL","blue oak",NA,"PD",11,NA,"2",NA
"4223",2367,"MiddleEarth","LL","blue oak",2022-03-15,"MD",11,1.46428571428571,"3",1.48787878787879
"4224",2367,"MiddleEarth","LL","blue oak",NA,"PD",11,NA,"3",NA
"4225",2367,"MiddleEarth","LL","blue oak",2022-03-15,"MD",11,1.46428571428571,"4",1.51153846153846
"4226",2367,"MiddleEarth","LL","blue oak",NA,"PD",11,NA,"4",NA
"4227",2367,"MiddleEarth","LL","blue oak",NA,"MD",12,NA,"1",NA
"4228",2367,"MiddleEarth","LL","blue oak",2022-03-23,"PD",12,NA,"1",NA
"4229",2367,"MiddleEarth","LL","blue oak",NA,"MD",12,NA,"2",NA
"4230",2367,"MiddleEarth","LL","blue oak",2022-03-23,"PD",12,NA,"2",NA
"4231",2367,"MiddleEarth","LL","blue oak",2022-03-25,"MD",13,1.49305555555556,"1",1.49305555555556
"4232",2367,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.16523235800344,"1",NA
"4233",2367,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.16523235800344,"1",NA
"4234",2367,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,1.16523235800344,"1",NA
"4235",2367,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.16523235800344,"1",NA
"4236",2367,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,NA,"1",NA
"4237",2367,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,NA,"1",NA
"4238",2367,"MiddleEarth","LL","blue oak",2022-03-25,"PD",13,NA,"1",NA
"4239",2367,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,NA,"1",NA
"4240",2367,"MiddleEarth","LL","blue oak",2022-03-25,"MD",13,1.49305555555556,"2",1.49305555555556
"4241",2367,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.16523235800344,"2",NA
"4242",2367,"MiddleEarth","LL","blue oak",2022-03-25,"MD",13,1.49305555555556,"3",1.49305555555556
"4243",2367,"MiddleEarth","LL","blue oak",NA,"PD",13,NA,"3",NA
"4244",2367,"MiddleEarth","LL","blue oak",2022-03-25,"MD",13,1.49305555555556,"4",1.49305555555556
"4245",2367,"MiddleEarth","LL","blue oak",NA,"PD",13,NA,"4",NA
"4246",2367,"MiddleEarth","LL","blue oak",2022-04-06,"MD",14,NA,"1",0.974358974358974
"4247",2367,"MiddleEarth","LL","blue oak",NA,"PD",14,NA,"1",NA
"4248",2367,"MiddleEarth","LL","blue oak",2022-04-06,"MD",14,NA,"2",0.916666666666667
"4249",2367,"MiddleEarth","LL","blue oak",NA,"PD",14,NA,"2",NA
"4250",2367,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.878441558441558,"1",0.853115727002967
"4251",2367,"MiddleEarth","LL","blue oak",2022-04-11,"PD",15,0.916339869281046,"1",0.914545454545455
"4252",2367,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.878441558441558,"2",0.636513157894737
"4253",2367,"MiddleEarth","LL","blue oak",2022-04-11,"PD",15,0.916339869281046,"2",0.928888888888889
"4254",2367,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.878441558441558,"3",0.419593345656192
"4255",2367,"MiddleEarth","LL","blue oak",2022-04-11,"PD",15,0.916339869281046,"3",0.909615384615385
"4256",2367,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.878441558441558,"4",1.7326968973747
"4257",2367,"MiddleEarth","LL","blue oak",2022-04-11,"PD",15,0.916339869281046,"4",0.876744186046512
"4258",2367,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,0.853072757240405,"1",NA
"4259",2367,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,0.853072757240405,"1",NA
"4260",2367,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,NA,"1",NA
"4261",2367,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,NA,"1",NA
"4262",2367,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,NA,"1",NA
"4263",2367,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,NA,"1",NA
"4264",2367,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,0.964542405366555,"1",NA
"4265",2367,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,0.964542405366555,"1",NA
"4266",2367,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,NA,"2",NA
"4267",2367,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,NA,"2",NA
"4268",2367,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,0.853072757240405,"2",NA
"4269",2367,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,0.853072757240405,"2",NA
"4270",2367,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,NA,"2",NA
"4271",2367,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,NA,"2",NA
"4272",2367,"MiddleEarth","LL","blue oak",2022-04-27,"PD",17,0.964542405366555,"2",NA
"4273",2367,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,0.964542405366555,"2",NA
"4274",2367,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,NA,"3",NA
"4275",2367,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,NA,"3",NA
"4276",2367,"MiddleEarth","LL","blue oak",2022-04-27,"MD",17,0.853072757240405,"3",NA
"4277",2367,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,0.853072757240405,"3",NA
"4278",2367,"MiddleEarth","LL","blue oak",NA,"PD",17,NA,"3",NA
"4279",2367,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.749014852985753,"1",NA
"4280",2367,"MiddleEarth","LL","blue oak",2022-05-04,"PD",18,NA,"1",NA
"4281",2367,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.749014852985753,"2",NA
"4282",2367,"MiddleEarth","LL","blue oak",2022-05-04,"PD",18,NA,"2",NA
"4283",2367,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.749014852985753,"3",NA
"4284",2367,"MiddleEarth","LL","blue oak",2022-05-04,"PD",18,NA,"3",NA
"4285",2367,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.749014852985753,"4",NA
"4286",2367,"MiddleEarth","LL","blue oak",NA,"PD",18,NA,"4",NA
"4287",2367,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.749014852985753,"5",NA
"4288",2367,"MiddleEarth","LL","blue oak",NA,"PD",18,NA,"5",NA
"4289",2367,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.749014852985753,"6",NA
"4290",2367,"MiddleEarth","LL","blue oak",NA,"PD",18,NA,"6",NA
"4291",2367,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.749014852985753,"7",NA
"4292",2367,"MiddleEarth","LL","blue oak",NA,"PD",18,NA,"7",NA
"4293",2367,"MiddleEarth","LL","blue oak",2022-05-09,"MD",19,0.856641721234799,"1",NA
"4294",2367,"MiddleEarth","LL","blue oak",2022-05-09,"PD",19,0.745283018867924,"1",NA
"4295",2367,"MiddleEarth","LL","blue oak",2022-05-09,"MD",19,0.856641721234799,"2",NA
"4296",2367,"MiddleEarth","LL","blue oak",2022-05-09,"PD",19,0.745283018867924,"2",NA
"4297",2367,"MiddleEarth","LL","blue oak",2022-05-09,"MD",19,0.856641721234799,"3",NA
"4298",2367,"MiddleEarth","LL","blue oak",2022-05-09,"PD",19,0.745283018867924,"3",NA
"4299",2367,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.728358208955224,"1",NA
"4300",2367,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.814159292035398,"1",NA
"4301",2367,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.814159292035398,"1",NA
"4302",2367,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,NA,"1",NA
"4303",2367,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,NA,"1",NA
"4304",2367,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.728358208955224,"2",NA
"4305",2367,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.814159292035398,"2",NA
"4306",2367,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,NA,"2",NA
"4307",2367,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.728358208955224,"3",NA
"4308",2367,"MiddleEarth","LL","blue oak",NA,"PD",21,NA,"3",NA
"4309",2367,"MiddleEarth","LL","blue oak",2022-07-19,"MD",29,0.496491228070175,"1",NA
"4310",2367,"MiddleEarth","LL","blue oak",2022-07-19,"PD",29,0.577777777777778,"1",NA
"4311",2367,"MiddleEarth","LL","blue oak",2022-07-19,"MD",29,0.496491228070175,"2",NA
"4312",2367,"MiddleEarth","LL","blue oak",2022-07-19,"PD",29,0.577777777777778,"2",NA
"4313",2367,"MiddleEarth","LL","blue oak",2022-07-19,"MD",29,0.496491228070175,"3",NA
"4314",2367,"MiddleEarth","LL","blue oak",2022-07-19,"PD",29,0.577777777777778,"3",NA
"4315",2367,"MiddleEarth","LL","blue oak",2022-08-18,"MD",33,NA,"1",NA
"4316",2367,"MiddleEarth","LL","blue oak",2022-08-18,"PD",33,NA,"1",NA
"4317",2367,"MiddleEarth","LL","blue oak",2022-08-18,"MD",33,NA,"2",NA
"4318",2367,"MiddleEarth","LL","blue oak",2022-08-18,"PD",33,NA,"2",NA
"4319",2367,"MiddleEarth","LL","blue oak",NA,"MD",33,NA,"3",NA
"4320",2367,"MiddleEarth","LL","blue oak",2022-08-18,"PD",33,NA,"3",NA
